mask_of_subjects_face,order_id,line_item_id,mask_quality,subject_class,number_of_heads
/refined_masks/mask_images3/mask_images2/147093-24629-1540238887-38-b1d281da-bd22-4915-8e77-022426717129.npy,24629,147093,good,human,1
/refined_masks/mask_images3/mask_images2/147095-24631-1540386864-36-rando.npy,24631,147095,good,cat,1
/refined_masks/mask_images3/mask_images2/147098-24633-1540386871-0-8ada4386-c932-42f0-9d22-e6be33423899.npy,24633,147098,good,cat,1
/refined_masks/mask_images3/mask_images2/147103-24640-1540387261-20-53eee921-a491-4078-b24b-d8765292df1e.npy,24640,147103,good,dog,1
/refined_masks/mask_images3/mask_images2/147106-24644-1540387716-9-d8dcf8b6-c3a9-4084-905f-ef09d4a43047.npy,24644,147106,good,cat,1
/refined_masks/mask_images3/mask_images2/147109-24646-1540387573-67-31944958-799035556964106-7966526320983146496-n.npy,24646,147109,good,human,1
/refined_masks/mask_images3/mask_images2/147109-24647-1540387168-54-43580155-2151468335103240-5393499310455259136-n.npy,24647,147109,good,dog,1
/refined_masks/mask_images3/mask_images2/147110-24649-1540387836-13-img-0824.npy,24649,147110,good,dog,1
/refined_masks/mask_images3/mask_images2/147111-24650-1540387960-61-20180319-212849.npy,24650,147111,good,dog,1
/refined_masks/mask_images3/mask_images2/147112-24651-1540388134-84-clo-3426.npy,24651,147112,good,dog,1
/refined_masks/mask_images3/mask_images2/147115-24654-1540386036-97-rufus.npy,24654,147115,good,dog,1
/refined_masks/mask_images3/mask_images2/147115-24655-1540386337-64-herbie.npy,24655,147115,good,dog,1
/refined_masks/mask_images3/mask_images2/147115-24656-1540386751-2-randy.npy,24656,147115,good,dog,1
/refined_masks/mask_images3/mask_images2/147116-24659-1540388266-62-788fff0a-5108-41d2-aed3-c135bc39075c.npy,24659,147116,bad,dog,2
/refined_masks/mask_images3/mask_images2/147117-24660-1540388127-29-wp-000232.npy,24660,147117,good,cat,1
/refined_masks/mask_images3/mask_images2/147120-24664-1540388325-44-c6d52c04-5203-49ed-af2b-7fe914d274b5.npy,24664,147120,bad,cat,1
/refined_masks/mask_images3/mask_images2/147121-24665-1540388321-30-fullsizeoutput-d97.npy,24665,147121,good,dog,1
/refined_masks/mask_images3/mask_images2/147122-24666-1540388703-34-img-3518.npy,24666,147122,good,dog,1
/refined_masks/mask_images3/mask_images2/147122-24667-1540388791-67-img-6152.npy,24667,147122,good,dog,1
/refined_masks/mask_images3/mask_images2/147127-24674-1540387649-46-taco.npy,24674,147127,good,dog,1
/refined_masks/mask_images3/mask_images2/147132-24680-1540389558-65-image-1.npy,24680,147132,good,dog,1
/refined_masks/mask_images3/mask_images2/147133-24682-1540389300-13-daughtry.npy,24682,147133,good,dog,1
/refined_masks/mask_images3/mask_images2/147133-24683-1540389365-49-daughtry.npy,24683,147133,good,dog,1
/refined_masks/mask_images3/mask_images2/147133-24684-1540389397-2-frosty.npy,24684,147133,good,dog,1
/refined_masks/mask_images3/mask_images2/147133-24685-1540389428-86-max-2.npy,24685,147133,good,dog,1
/refined_masks/mask_images3/mask_images2/147133-24686-1540389453-75-gabby-2.npy,24686,147133,bad,dog,1
/refined_masks/mask_images3/mask_images2/147134-24687-1540390017-17-wos.npy,24687,147134,good,human,1
/refined_masks/mask_images3/mask_images2/147136-24689-1540390254-47-screen-shot-10-24-18-at-0909-am.npy,24689,147136,bad,cat,1
/refined_masks/mask_images3/mask_images2/147143-24696-1540390099-14-20180720-143628.npy,24696,147143,bad,dog,1
/refined_masks/mask_images3/mask_images2/147144-24698-1540240027-69-69a5f005-bcf1-457d-af79-ff35a87ff8ce.npy,24698,147144,okay,dog,1
/refined_masks/mask_images3/mask_images2/147146-24701-1540391257-28-img-3321.npy,24701,147146,good,human,1
/refined_masks/mask_images3/mask_images2/147149-24704-1540391498-64-2fcc0c44-00cf-4b44-80da-5b015d76ef1f.npy,24704,147149,bad,dog,1
/refined_masks/mask_images3/mask_images2/147149-24705-1540391616-26-f3b85230-3b3f-40ff-9e9b-2161b9d5040c.npy,24705,147149,good,dog,1
/refined_masks/mask_images3/mask_images2/147150-24706-1540391816-92-snapchat-629234912.npy,24706,147150,good,human,1
/refined_masks/mask_images3/mask_images2/147152-24708-1540391797-54-image.npy,24708,147152,good,dog,1
/refined_masks/mask_images3/mask_images2/147154-24711-1540392036-26-image.npy,24711,147154,good,human,1
/refined_masks/mask_images3/mask_images2/147156-24712-1540392267-42-43490664-981316575401432-6495200542623531008-n.npy,24712,147156,bad,human,1
/refined_masks/mask_images3/mask_images2/147157-24713-1540392471-31-img-0333.npy,24713,147157,bad,dog,1
/refined_masks/mask_images3/mask_images2/147159-24715-1540391694-6-img-0126-3.npy,24715,147159,good,dog,1
/refined_masks/mask_images3/mask_images2/147160-24716-1540392722-27-austin-2018-x-2.npy,24716,147160,good,human,1
/refined_masks/mask_images3/mask_images2/147162-24718-1540392854-33-lucy1.npy,24718,147162,bad,dog,1
/refined_masks/mask_images3/mask_images2/147163-24722-1540393016-96-sej4gvtgqjgy7mzgcgora.npy,24722,147163,bad,human,1
/refined_masks/mask_images3/mask_images2/147166-24727-1540391646-97-c04a9554-edit.npy,24727,147166,good,dog,1
/refined_masks/mask_images3/mask_images2/147166-24728-1540391771-55-c04a3339.npy,24728,147166,good,dog,1
/refined_masks/mask_images3/mask_images2/147167-24725-1540393027-33-img9532741-2.npy,24725,147167,good,dog,1
/refined_masks/mask_images3/mask_images2/147167-24726-1540393233-72-12890.npy,24726,147167,good,cat,1
/refined_masks/mask_images3/mask_images2/147171-24733-1540387537-61-unnamed.npy,24733,147171,good,dog,1
/refined_masks/mask_images3/mask_images2/147173-24736-1540393411-30-face.npy,24736,147173,good,human,1
/refined_masks/mask_images3/mask_images2/147177-24740-1540393129-51-img-20180701-121244.npy,24740,147177,good,dog,1
/refined_masks/mask_images3/mask_images2/147178-24742-1540393659-80-img-6258.npy,24742,147178,good,human,1
/refined_masks/mask_images3/mask_images2/147180-24745-1540393902-57-5445eba1-e533-487d-a60f-384242b27ba6.npy,24745,147180,good,cat,1
/refined_masks/mask_images3/mask_images2/147182-24748-1540394650-20-ruca-pup.npy,24748,147182,good,dog,1
/refined_masks/mask_images3/mask_images2/147182-24749-1540394685-60-fancy-ruca.npy,24749,147182,good,dog,1
/refined_masks/mask_images3/mask_images2/147182-24750-1540394725-80-middle-ruca.npy,24750,147182,good,dog,1
/refined_masks/mask_images3/mask_images2/147184-24754-1540081312-21-1539842080182275170737.npy,24754,147184,good,dog,1
/refined_masks/mask_images3/mask_images2/147185-24755-1540394779-61-3afc6665-16ed-4620-b0b7-5ca97fc71beb.npy,24755,147185,good,dog,1
/refined_masks/mask_images3/mask_images2/147187-24757-1540394810-32-d5b09e53-a2d0-425a-84b9-07b934520eec.npy,24757,147187,good,dog,1
/refined_masks/mask_images3/mask_images2/147188-24758-1540395035-98-18033953-10155233342772363-4458923299032539520-n.npy,24758,147188,bad,human,1
/refined_masks/mask_images3/mask_images2/147189-24759-1540394618-65-5ac2f81d-bd41-4fb7-a687-ef48dce6c8cc.npy,24759,147189,good,human,1
/refined_masks/mask_images3/mask_images2/147193-24765-1540395546-36-12243160-10103911532209953-3007911213014837437-n.npy,24765,147193,good,human,1
/refined_masks/mask_images3/mask_images2/147194-24764-1540395448-37-baxter-under-chair.npy,24764,147194,good,cat,1
/refined_masks/mask_images3/mask_images2/147196-24766-1540395132-38-20181021-155522.npy,24766,147196,bad,human,1
/refined_masks/mask_images3/mask_images2/147198-24769-1540395331-31-00082377-010d-4e8f-96c0-8d6ab8f2d10b.npy,24769,147198,bad,cat,1
/refined_masks/mask_images3/mask_images2/147199-24770-1540395312-85-088553c7-0694-4193-acbc-b035b8dad7ce.npy,24770,147199,good,cat,1
/refined_masks/mask_images3/mask_images2/147201-24771-1540396081-76-2014-08-22-192821-1.npy,24771,147201,good,dog,1
/refined_masks/mask_images3/mask_images2/147202-24772-1540395963-97-bf07b18e-121e-467b-89fa-3f787cd5a478.npy,24772,147202,good,dog,1
/refined_masks/mask_images3/mask_images2/147202-24773-1540395995-70-a52535c2-7f72-4c16-b768-c7c4c14bcaae.npy,24773,147202,good,dog,1
/refined_masks/mask_images3/mask_images2/147203-24774-1540395871-9-078ea7c7-ae64-4ee0-a105-fd677ad85425.npy,24774,147203,good,dog,1
/refined_masks/mask_images3/mask_images2/147206-24777-1540396418-52-bbbd4033-577a-40ac-aba2-cc8175e7789b.npy,24777,147206,bad,dog,1
/refined_masks/mask_images3/mask_images2/147208-24779-1540396605-1-cali.npy,24779,147208,bad,dog,1
/refined_masks/mask_images3/mask_images2/147209-24780-1540396627-23-4395195582-90ee9b36eb-o.npy,24780,147209,bad,dog,1
/refined_masks/mask_images3/mask_images2/147211-24783-1540396710-84-ee49c2f7-d54b-46a8-9e52-aef637f81841.npy,24783,147211,good,cat,1
/refined_masks/mask_images3/mask_images2/147217-24791-1540397966-69-6a0e4800-a992-42e5-bf77-4611a06d6f5e.npy,24791,147217,good,other,1
/refined_masks/mask_images3/mask_images2/147219-24790-1540397369-20-rango.npy,24790,147219,good,dog,1
/refined_masks/mask_images3/mask_images2/147222-24794-1540397744-39-img-6558.npy,24794,147222,bad,dog,1
/refined_masks/mask_images3/mask_images2/147222-24796-1540398589-25-screen-shot-2018-10-24-at-112922-am.npy,24796,147222,good,dog,1
/refined_masks/mask_images3/mask_images2/147223-24798-1540398594-38-4537a272-532e-45ce-b0ec-54da64ae8c94.npy,24798,147223,bad,dog,2
/refined_masks/mask_images3/mask_images2/147226-24801-1540398733-32-9aba4e54-e586-40bf-b1a8-36e0a2077afb.npy,24801,147226,good,dog,1
/refined_masks/mask_images3/mask_images2/147228-24805-1540398833-80-img-1448.npy,24805,147228,good,dog,1
/refined_masks/mask_images3/mask_images2/147232-24809-1540399413-84-img-0027.npy,24809,147232,bad,dog,2
/refined_masks/mask_images3/mask_images2/147234-24815-1540399359-37-chad.npy,24815,147234,bad,human,1
/refined_masks/mask_images3/mask_images2/147235-24816-1540399553-79-fedf5077-9f01-462a-8269-46783f5bf1d5.npy,24816,147235,good,human,1
/refined_masks/mask_images3/mask_images2/147236-24818-1540399648-68-gildog2.npy,24818,147236,good,dog,1
/refined_masks/mask_images3/mask_images2/147236-24819-1540399713-23-gildog2.npy,24819,147236,good,dog,1
/refined_masks/mask_images3/mask_images2/147241-24826-1540396448-17-leanne-iphone-5-2016-208.npy,24826,147241,good,dog,1
/refined_masks/mask_images3/mask_images2/147241-24827-1540397159-26-img-1147.npy,24827,147241,good,human,1
/refined_masks/mask_images3/mask_images2/147242-24828-1540400572-26-c8k7a3723.npy,24828,147242,good,dog,1
/refined_masks/mask_images3/mask_images2/147242-24829-1540400614-43-c8k7a3723.npy,24829,147242,good,dog,1
/refined_masks/mask_images3/mask_images2/147243-24830-1540400529-6-20181015-180907.npy,24830,147243,okay,dog,1
/refined_masks/mask_images3/mask_images2/147247-24833-1540401226-54-capture3.npy,24833,147247,good,other,1
/refined_masks/mask_images3/mask_images2/147248-24835-1540401028-53-all-3-december-2014.npy,24835,147248,bad,cat,1
/refined_masks/mask_images3/mask_images2/147249-24836-1540401106-67-img-3149.npy,24836,147249,good,dog,1
/refined_masks/mask_images3/mask_images2/147249-24837-1540401303-64-img-3122.npy,24837,147249,good,dog,1
/refined_masks/mask_images3/mask_images2/147249-24838-1540401420-93-img-3156.npy,24838,147249,good,dog,1
/refined_masks/mask_images3/mask_images2/147251-24840-1540398279-97-sadie.npy,24840,147251,good,dog,1
/refined_masks/mask_images3/mask_images2/147251-24841-1540400242-51-hershey.npy,24841,147251,good,dog,1
/refined_masks/mask_images3/mask_images2/147252-24843-1540342629-72-66b57c78-d7bf-493f-8b1a-65e3aa648f2e.npy,24843,147252,bad,dog,1
/refined_masks/mask_images3/mask_images2/147253-24844-1540401345-2-32afd80d-9a6b-4d5b-b36e-e6d6750728bf.npy,24844,147253,good,dog,1
/refined_masks/mask_images3/mask_images2/147255-24846-1540402223-24-1ccc2c7e-9263-4464-b3a2-32cfad7e44cd.npy,24846,147255,good,human,1
/refined_masks/mask_images3/mask_images2/147256-24848-1540402003-43-a77918b2-faea-45ef-926e-647f10e12fd3.npy,24848,147256,bad,dog,1
/refined_masks/mask_images3/mask_images2/147258-24850-1540402033-57-screenshot-20181024-122453-1.npy,24850,147258,good,dog,1
/refined_masks/mask_images3/mask_images2/147258-24851-1540402101-75-img-20180915-222137-786.npy,24851,147258,good,cat,1
/refined_masks/mask_images3/mask_images2/147259-24852-1540401924-97-4a87d6a6-0388-430e-8997-84b708d59d23.npy,24852,147259,bad,dog,1
/refined_masks/mask_images3/mask_images2/147261-24853-1540402118-2-ac22b325-e74c-450f-a7eb-837a395395a1.npy,24853,147261,good,dog,1
/refined_masks/mask_images3/mask_images2/147261-24854-1540402206-68-d106d3bf-d4be-4476-8641-89cbfb3f1b74.npy,24854,147261,good,dog,1
/refined_masks/mask_images3/mask_images2/147263-24856-1540402171-5-7aa72f55-46dd-4132-8951-71e695c04040.npy,24856,147263,good,dog,1
/refined_masks/mask_images3/mask_images2/147264-24857-1540400890-62-violet.npy,24857,147264,good,human,1
/refined_masks/mask_images3/mask_images2/147267-24860-1540402888-79-socks.npy,24860,147267,good,cat,1
/refined_masks/mask_images3/mask_images2/147269-24864-1540402364-39-36680584-10113025109522924-5035208856540545024-o.npy,24864,147269,good,dog,1
/refined_masks/mask_images3/mask_images2/147271-24866-1540401746-50-9996f29d-bd0b-42c5-bc75-921167c2297d.npy,24866,147271,good,dog,1
/refined_masks/mask_images3/mask_images2/147271-24867-1540402033-9-d722f842-1bc9-4f8f-89e8-fb48ed0ad979.npy,24867,147271,good,dog,1
/refined_masks/mask_images3/mask_images2/147273-24871-1540402970-59-5620911731.npy,24871,147273,good,dog,1
/refined_masks/mask_images3/mask_images2/147274-24872-1540403460-12-1219e5d8-61cd-489b-9fa9-61eb42fcc9b4.npy,24872,147274,good,human,1
/refined_masks/mask_images3/mask_images2/147275-24873-1540403448-16-1b1cd7c4-3977-465e-9611-3fb3133cf9e6.npy,24873,147275,good,human,1
/refined_masks/mask_images3/mask_images2/147280-24878-1540404117-80-image.npy,24878,147280,bad,dog,1
/refined_masks/mask_images3/mask_images2/147283-24881-1540404438-92-dennis.npy,24881,147283,good,dog,1
/refined_masks/mask_images3/mask_images2/147284-24883-1540404252-98-9bbeeeac-0203-4fa5-bf19-82dcc912c643.npy,24883,147284,good,dog,1
/refined_masks/mask_images3/mask_images2/147285-24884-1540404267-91-20170707-160601.npy,24884,147285,good,dog,1
/refined_masks/mask_images3/mask_images2/147288-24888-1540404634-77-0.npy,24888,147288,bad,human,1
/refined_masks/mask_images3/mask_images2/147288-24889-1540404766-1-0.npy,24889,147288,bad,human,1
/refined_masks/mask_images3/mask_images2/147288-24890-1540404745-57-0.npy,24890,147288,bad,human,1
/refined_masks/mask_images3/mask_images2/147289-24893-1540404846-46-sally-2.npy,24893,147289,bad,dog,1
/refined_masks/mask_images3/mask_images2/147290-24892-1540405007-85-dog-head.npy,24892,147290,good,dog,1
/refined_masks/mask_images3/mask_images2/147293-24897-1540405219-69-face.npy,24897,147293,good,human,1
/refined_masks/mask_images3/mask_images2/147295-24900-1540405191-98-brady.npy,24900,147295,good,dog,1
/refined_masks/mask_images3/mask_images2/147295-24901-1540405644-82-daisy3.npy,24901,147295,good,dog,1
/refined_masks/mask_images3/mask_images2/147298-24904-1540405908-28-43709430-2435537396462474-3813676366071595008-n.npy,24904,147298,good,human,1
/refined_masks/mask_images3/mask_images2/147299-24905-1540404801-54-ruger.npy,24905,147299,good,dog,1
/refined_masks/mask_images3/mask_images2/147300-24906-1540405475-3-sterling.npy,24906,147300,good,dog,1
/refined_masks/mask_images3/mask_images2/147303-24910-1540360120-73-a12964c9-78de-430c-b55a-f44c05b2e637.npy,24910,147303,good,dog,1
/refined_masks/mask_images3/mask_images2/147303-24911-1540360317-69-18cc27dc-7c0b-4ceb-956c-b9b235d5a243.npy,24911,147303,good,dog,1
/refined_masks/mask_images3/mask_images2/147304-24912-1540405878-30-emmett.npy,24912,147304,good,dog,1
/refined_masks/mask_images3/mask_images2/147304-24914-1540406048-50-jack.npy,24914,147304,good,dog,1
/refined_masks/mask_images3/mask_images2/147305-24915-1540405975-30-img-5056.npy,24915,147305,bad,human,1
/refined_masks/mask_images3/mask_images2/147306-24916-1540406240-56-bumblebee.npy,24916,147306,good,cat,1
/refined_masks/mask_images3/mask_images2/147307-24917-1540406397-89-lovee.npy,24917,147307,bad,cat,1
/refined_masks/mask_images3/mask_images2/147308-24918-1540406715-62-img-5231.npy,24918,147308,good,dog,1
/refined_masks/mask_images3/mask_images2/147310-24922-1540406813-47-2013-winter-004.npy,24922,147310,good,dog,1
/refined_masks/mask_images3/mask_images2/147310-24923-1540406910-69-2013-winter-004.npy,24923,147310,good,dog,1
/refined_masks/mask_images3/mask_images2/147312-24928-1540407151-98-b2892275-3882-4892-9788-3dc89f9c99bf.npy,24928,147312,good,cat,1
/refined_masks/mask_images3/mask_images2/147313-24926-1540407126-74-hudson.npy,24926,147313,good,dog,1
/refined_masks/mask_images3/mask_images2/147313-24927-1540407210-52-hudson.npy,24927,147313,good,dog,1
/refined_masks/mask_images3/mask_images2/147314-24929-1540407222-85-c443cb53-c454-49a7-a873-17c7069c4992.npy,24929,147314,good,dog,1
/refined_masks/mask_images3/mask_images2/147317-24935-1540407273-35-936c228c-e84b-460d-aae0-7c32e0415312.npy,24935,147317,good,dog,1
/refined_masks/mask_images3/mask_images2/147318-24937-1540408170-3-img-20180608-111602-734.npy,24937,147318,good,dog,1
/refined_masks/mask_images3/mask_images2/147319-24938-1540366612-36-bos-the-thru-life.npy,24938,147319,bad,cat,1
/refined_masks/mask_images3/mask_images2/147319-24939-1540366725-41-lola-tongue-out.npy,24939,147319,bad,dog,1
/refined_masks/mask_images3/mask_images2/147319-24941-1540367876-29-ivyn-mtn.npy,24941,147319,bad,dog,1
/refined_masks/mask_images3/mask_images2/147319-24943-1540408587-14-shadow.npy,24943,147319,bad,cat,1
/refined_masks/mask_images3/mask_images2/147321-24945-1540408473-22-img-5435.npy,24945,147321,bad,dog,1
/refined_masks/mask_images3/mask_images2/147323-24948-1540408837-26-image1.npy,24948,147323,good,dog,1
/refined_masks/mask_images3/mask_images2/147325-24951-1540408407-4-img-2300.npy,24951,147325,good,dog,1
/refined_masks/mask_images3/mask_images2/147328-24954-1540408959-53-d850ed2b-0a1e-4090-aa97-ad8609250026.npy,24954,147328,good,human,1
/refined_masks/mask_images3/mask_images2/147329-24953-1540409227-53-harry-james.npy,24953,147329,bad,other,1
/refined_masks/mask_images3/mask_images2/147331-24961-1540408457-57-img-3494.npy,24961,147331,good,dog,1
/refined_masks/mask_images3/mask_images2/147331-24962-1540408514-3-img-1121.npy,24962,147331,good,dog,1
/refined_masks/mask_images3/mask_images2/147331-24963-1540408705-42-20170521-210033-hdr2.npy,24963,147331,good,dog,1
/refined_masks/mask_images3/mask_images2/147331-24965-1540408827-0-img-3486.npy,24965,147331,good,human,1
/refined_masks/mask_images3/mask_images2/147332-24960-1540405497-92-img-8343.npy,24960,147332,bad,dog,1
/refined_masks/mask_images3/mask_images2/147334-24970-1540409881-49-img-4346.npy,24970,147334,good,human,1
/refined_masks/mask_images3/mask_images2/147335-24971-1540410325-7-fc0670e8-2f0d-42a4-8870-afb34b44488e.npy,24971,147335,good,other,1
/refined_masks/mask_images3/mask_images2/147341-24977-1540410748-79-may-i-come-up-please.npy,24977,147341,good,dog,1
/refined_masks/mask_images3/mask_images2/147342-24978-1540410657-51-img-3161.npy,24978,147342,good,dog,1
/refined_masks/mask_images3/mask_images2/147346-24985-1540410142-86-imag3767-trimmed.npy,24985,147346,good,cat,1
/refined_masks/mask_images3/mask_images2/147346-24986-1540410258-63-carters-bird.npy,24986,147346,good,other,1
/refined_masks/mask_images3/mask_images2/147346-24988-1540411124-61-imag3767-trimmed.npy,24988,147346,good,cat,1
/refined_masks/mask_images3/mask_images2/147348-24990-1540407728-38-henry.npy,24990,147348,good,cat,1
/refined_masks/mask_images3/mask_images2/147348-24993-1540408973-97-frodo.npy,24993,147348,bad,cat,1
/refined_masks/mask_images3/mask_images2/147349-24996-1540411195-72-gilly-2016.npy,24996,147349,good,dog,1
/refined_masks/mask_images3/mask_images2/147351-24998-1540411526-21-luka2.npy,24998,147351,bad,human,1
/refined_masks/mask_images3/mask_images2/147352-24999-1540411730-67-img-0643.npy,24999,147352,bad,dog,4
/refined_masks/mask_images3/mask_images2/147354-25001-1540411876-78-c77e8bf7-71dd-4d41-a148-4fe07a769307.npy,25001,147354,good,dog,1
/refined_masks/mask_images3/mask_images2/147355-25003-1540411694-93-screen-shot-2018-10-24-at-21742-pm.npy,25003,147355,good,human,1
/refined_masks/mask_images3/mask_images2/147356-25006-1540409495-79-millie42999608-10155632666416437-6575915764233011200-o.npy,25006,147356,good,dog,1
/refined_masks/mask_images3/mask_images2/147358-25009-1540412327-43-groucho.npy,25009,147358,bad,cat,1
/refined_masks/mask_images3/mask_images2/147359-25010-1540412572-93-sock-pic.npy,25010,147359,bad,human,1
/refined_masks/mask_images3/mask_images2/147362-25015-1540412878-79-img-2607.npy,25015,147362,good,human,1
/refined_masks/mask_images3/mask_images2/147366-25018-1540412935-66-dallas.npy,25018,147366,good,cat,1
/refined_masks/mask_images3/mask_images2/147369-25022-1540413923-47-20180824-174830.npy,25022,147369,good,dog,1
/refined_masks/mask_images3/mask_images2/147370-25023-1540414616-41-a093ea78-5dc7-4fbf-891d-96807fc2a466.npy,25023,147370,good,dog,1
/refined_masks/mask_images3/mask_images2/147371-25024-1540406715-18-img-20181024-204335.npy,25024,147371,good,human,1
/refined_masks/mask_images3/mask_images2/147374-25027-1540414034-62-56bf0c94-fb9e-4282-8b79-58465bbf6d96.npy,25027,147374,good,dog,1
/refined_masks/mask_images3/mask_images2/147374-25028-1540414194-39-eb6db45e-149f-451e-a875-3e50f0556255.npy,25028,147374,bad,dog,1
/refined_masks/mask_images3/mask_images2/147377-25032-1540415422-82-2bf2ffbd-3b5b-4807-a0a8-70e57fdf9dc6.npy,25032,147377,bad,dog,1
/refined_masks/mask_images3/mask_images2/147377-25033-1540415449-2-a15ae658-3702-4aa2-9484-3269e504ca06.npy,25033,147377,good,dog,1
/refined_masks/mask_images3/mask_images2/147378-25035-1540414486-23-rudy.npy,25035,147378,bad,cat,1
/refined_masks/mask_images3/mask_images2/147380-25036-1540415893-38-9f6f7822-f5f8-4266-88ee-d09539a2b212.npy,25036,147380,bad,dog,1
/refined_masks/mask_images3/mask_images2/147381-25037-1540416033-73-baguette.npy,25037,147381,good,dog,1
/refined_masks/mask_images3/mask_images2/147382-25040-1540415540-30-img-9207.npy,25040,147382,good,dog,1
/refined_masks/mask_images3/mask_images2/147384-25045-1540416393-2-80f0082c-504b-40f3-8b97-8a1848d1ecc9.npy,25045,147384,good,cat,1
/refined_masks/mask_images3/mask_images2/147387-25050-1540415775-38-e74c7400-019e-4e20-9140-4e56d4652d9f.npy,25050,147387,bad,human,1
/refined_masks/mask_images3/mask_images2/147388-25051-1540417202-78-fb1569ff-98dd-4950-b843-ee431e09eb28.npy,25051,147388,okay,dog,1
/refined_masks/mask_images3/mask_images2/147391-25055-1540417315-63-fb-img-1540417214092.npy,25055,147391,bad,human,1
/refined_masks/mask_images3/mask_images2/147392-25056-1540417515-82-theo-pierres-sock.npy,25056,147392,good,human,1
/refined_masks/mask_images3/mask_images2/147395-25060-1540417671-99-7ed96984-e2e3-47ca-ac79-1dc919b7dcf8.npy,25060,147395,good,dog,1
/refined_masks/mask_images3/mask_images2/147396-25062-1540417452-52-img-3912.npy,25062,147396,okay,human,1
/refined_masks/mask_images3/mask_images2/147396-25063-1540417531-13-img-3915.npy,25063,147396,good,human,1
/refined_masks/mask_images3/mask_images2/147396-25064-1540417576-1-img-3916.npy,25064,147396,good,human,1
/refined_masks/mask_images3/mask_images2/147397-25067-1540418318-99-7217039a-ae7c-414a-8d22-a30146776055.npy,25067,147397,good,dog,1
/refined_masks/mask_images3/mask_images2/147399-25071-1540418246-68-f2d8a3a8-b330-4354-bc0b-aef4f7f7b114.npy,25071,147399,good,dog,1
/refined_masks/mask_images3/mask_images2/147399-25072-1540418289-25-9ea1ea39-48f5-43b0-ac84-b17c09803fe3.npy,25072,147399,good,dog,1
/refined_masks/mask_images3/mask_images2/147399-25073-1540418326-90-d5422757-04e5-41eb-8a1c-5c05711eba7a.npy,25073,147399,good,dog,1
/refined_masks/mask_images3/mask_images2/147399-25074-1540418397-86-e50dfdd6-6dfa-4860-9505-ef2a3dfd385b.npy,25074,147399,good,dog,1
/refined_masks/mask_images3/mask_images2/147400-25068-1540417685-24-77cbdb62-3bde-48fb-95a1-10978e28adae.npy,25068,147400,bad,dog,1
/refined_masks/mask_images3/mask_images2/147401-25076-1540418353-10-marty.npy,25076,147401,good,dog,1
/refined_masks/mask_images3/mask_images2/147403-25078-1540418868-92-639e011b-6b0a-45a1-8cb1-cb167dec1887.npy,25078,147403,good,dog,1
/refined_masks/mask_images3/mask_images2/147404-25080-1540419227-32-socs.npy,25080,147404,good,cat,1
/refined_masks/mask_images3/mask_images2/147405-25081-1540419368-93-banks.npy,25081,147405,bad,dog,1
/refined_masks/mask_images3/mask_images2/147408-25084-1540419402-49-ba250711-8115-403c-9820-7e5f3ad9af12.npy,25084,147408,good,dog,1
/refined_masks/mask_images3/mask_images2/147410-25087-1540419939-35-img-1829.npy,25087,147410,good,dog,1
/refined_masks/mask_images3/mask_images2/147411-25088-1540254462-64-23c6ca12.npy,25088,147411,bad,dog,1
/refined_masks/mask_images3/mask_images2/147412-25089-1540420365-80-202027a4-539d-42ea-b4e8-db8a697d8260.npy,25089,147412,bad,human,1
/refined_masks/mask_images3/mask_images2/147414-25091-1540420408-59-e97f21f1-6cec-48fb-b92b-33c4ff2f8474.npy,25091,147414,good,dog,1
/refined_masks/mask_images3/mask_images2/147416-25093-1540420388-73-9a79dbcd-1c44-40dc-94c4-b32dfb3fad29.npy,25093,147416,good,other,1
/refined_masks/mask_images3/mask_images2/147417-25094-1540421339-95-img-1379.npy,25094,147417,okay,dog,1
/refined_masks/mask_images3/mask_images2/147419-25098-1540421647-13-20181005-183500.npy,25098,147419,good,dog,1
/refined_masks/mask_images3/mask_images2/147421-25101-1540421776-20-resized-20180801-112542-7430.npy,25101,147421,good,dog,1
/refined_masks/mask_images3/mask_images2/147422-25104-1540422096-19-denver.npy,25104,147422,good,dog,1
/refined_masks/mask_images3/mask_images2/147423-25105-1540422104-22-93156736-764c-4dbd-8f2b-0324c8e901d4.npy,25105,147423,bad,dog,1
/refined_masks/mask_images3/mask_images2/147423-25106-1540422248-95-557cd492-df66-41ec-8eac-7b22837021ae.npy,25106,147423,bad,dog,1
/refined_masks/mask_images3/mask_images2/147426-25111-1540422679-23-omar.npy,25111,147426,good,cat,1
/refined_masks/mask_images3/mask_images2/147427-25113-1540422842-21-59dba877-cc2c-4499-a615-0cf067bb35d8.npy,25113,147427,okay,human,1
/refined_masks/mask_images3/mask_images2/147430-25120-1540419538-73-70f4529e-2bcd-4829-beb2-14a833fac451.npy,25120,147430,good,dog,1
/refined_masks/mask_images3/mask_images2/147430-25121-1540422246-76-58e280f8-f864-4a09-b90c-dcf3f3da5846.npy,25121,147430,good,dog,1
/refined_masks/mask_images3/mask_images2/147430-25123-1540422414-85-af991444-fce5-476e-9e0a-239535d9bdb0.npy,25123,147430,bad,human,1
/refined_masks/mask_images3/mask_images2/147435-25128-1540423247-80-holly.npy,25128,147435,good,other,2
/refined_masks/mask_images3/mask_images2/147437-25130-1540423433-82-20181024-192336.npy,25130,147437,good,human,1
/refined_masks/mask_images3/mask_images2/147438-25135-1540423771-53-socks.npy,25135,147438,good,human,1
